
JOPA4;JOSAPAR;33,80;53,92;0,64;2,67;0,9097;52,81;0,63
KRSA3;KORA SAÚDE PARTICIPAÇÕES S.A;0,99;1,31;-0,27;-;;-3,57;0,75
LAND3;Terra Santa Propriedades Agricolas S.A.;16,25;7,37;1,46;8,36;0,2049;11,08;2,20
KLBN4;KLABIN;4,62;1,99;0,51;5,36;0,2953;8,97;2,32
KLBN3;KLABIN;4,64;1,99;0,51;5,36;0,2953;8,97;2,32
LEVE3;MAHLE-METAL LEVE;32,75;11,57;5,29;32,26;3,6577;6,18;2,83
LIPR3;ELETROPAR;70,12;18,34;1,95;3,38;1,8217;35,93;3,82
LJQQ3;LOJAS QUERO-QUERO S/A;4,62;2,69;-0,20;-;0,0000;-23,09;1,69
LAVV3;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;7,37;6,32;0,88;3,99;0,5156;8,37;1,17
LIGT3;LIGHT;6,47;8,18;-14,20;-;0,2537;-0,45;0,78
LOGN3;LOG-IN LOGÍSTICA INTERMODAL;47,74;9,14;3,59;-;0,0000;13,02;5,11
LOGG3;LOG COMMERCIAL PROPERTIES;24,08;36,13;1,60;3,85;0,8666;14,93;0,66
LTEL3B;LITEL;86,61;15,57;4,57;1,41;2,4624;18,95;5,56
LREN3;LOJAS RENNER;14,32;10,14;0,97;5,05;0,4830;14,86;1,42
LPSB3;LOPES BRASIL;2,15;1,49;0,16;0,96;0,0756;13,84;1,44
LUXM3;TREVISA;0,00;5,81;0,76;-;0,6330;0,00;0,00
LWSA3;LOCAWEB SERVIÇOS DE INTERNET S.A.;6,17;4,90;-0,01;0,86;0,0000;-410,36;1,24
LUXM4;TREVISA;16,99;5,81;0,76;-;0,6963;22,33;2,93
LVTC3;LIVETECH DA BAHIA INDUSTRIA E COMERCIO S.A;4,14;9,97;-0,01;0,33;0,1740;-507,02;0,42
LUPA3;LUPATECH;2,36;4,05;0,91;-;0,0000;2,66;0,60
MATD3;HOSPITAL MATER DEI SA;7,50;4,35;0,28;0,86;0,0900;27,02;1,73
MAPT3;CEMEPE;30,05;-6,77;-0,16;-;0,0000;-189,13;-4,44
MAPT4;CEMEPE;8,66;-6,77;-0,16;-;0,0000;-54,50;-1,28
MDNE3;MOURA DUBEUX ENGENHARIA S/A;11,82;15,39;1,56;-;;7,58;0,77
MBLY3;Mobly S.A.;2,35;4,62;-0,76;-;;-3,08;0,51
MDIA3;M.DIAS BRANCO;35,77;21,52;1,66;0,56;1,8966;21,67;1,67
MELK3;MELNICK EVEN DESENVOLVIMENTO IMOBILIÁRIO S.A.;4,38;5,68;0,35;10,93;0,2095;12,37;0,76
MEAL3;INTERNATIONAL MEAL COMPANY;1,92;3,88;0,41;-;0,0000;4,66;0,49
MEGA3;OMEGA ENERGIA S.A.;9,46;8,16;0,08;-;;113,26;1,15
MERC3;MERCANTIL DO BRASIL FINANCEIRA;15,28;13,81;0,05;-;0,0000;319,25;1,11
MGLU3;MAGAZINE LUIZA;2,19;1,41;-0,06;-;0,0000;-37,34;1,56
